gene_id,S00CWT11,S00D1D11,S00D2B11,S00D3911,S00D4711,S00D5511,S00XUN11
ENSG00000270361.1,11,55,34,14,61,36,28
ENSG00000270362.1,255,63,131,331,99,137,241
ENSG00000270367.1,2,2,5,1,0,2,5
ENSG00000270369.1,0,0,0,1,0,0,0
ENSG00000270371.1,0,0,0,0,0,0,0
ENSG00000270372.1,0,0,0,0,0,0,0
ENSG00000270377.1,0,0,0,0,0,0,0
ENSG00000270378.1,0,0,0,0,0,0,0
ENSG00000270379.4,9,36,0,2,4,24,0
ENSG00000270380.1,0,0,0,0,0,0,0
ENSG00000270381.1,6,6,3,0,2,2,4
ENSG00000270382.1,0,0,0,0,0,0,0
ENSG00000270384.1,0,0,0,0,0,0,0
ENSG00000270385.1,0,0,0,0,0,0,0
ENSG00000270386.1,0,0,0,0,0,0,0
ENSG00000270387.1,0,0,0,0,0,0,0
ENSG00000270388.1,0,0,0,0,0,0,0
ENSG00000270390.1,1,0,0,0,0,0,0
ENSG00000270392.2,2.25,13,10,18,3,8.91,5
ENSG00000270393.1,3,7,9,12,4,2,6
ENSG00000270394.2,0,0,0,0,0,0,0
ENSG00000270395.1,0,0,0,0,0,0,0
ENSG00000270397.1,0,0,0,0,0,0,0
ENSG00000270400.1,0,0,0,0,0,0,0
ENSG00000270401.1,0,0,0,0,0,0,0
ENSG00000270402.1,0,0,1,0,0,0,0
ENSG00000270403.1,0,0,0,0,0,0,0
ENSG00000270405.1,0,0,0,0,0,0,0
ENSG00000270409.1,4,3,2,2,0,0,3
ENSG00000270411.1,0,0,0,0,0,0,0
ENSG00000270412.1,0,0,0,0,0,0,0
ENSG00000270413.1,0,0,0,0,0,0,0
ENSG00000270415.1,0,0,0,0,0,0,0
ENSG00000270416.2,0,0,0,0,0,0,0
ENSG00000270419.1,63,109,46,26,35,42,60
ENSG00000270421.1,0,0,0,0,0,0,2
ENSG00000270422.1,0,0,0,0,0,0,0
ENSG00000270423.1,0,0,0,0,0,0,0
ENSG00000270424.1,0,0,1,1,2,0,7
ENSG00000270425.1,0,0,0,0,0,0,0
ENSG00000270426.1,33,60,21,25,25,50,40
ENSG00000270427.1,12,6,12,16,4,5,7
ENSG00000270429.1,0,0,2,3,0,1,0
ENSG00000270430.1,0,0,0,0,0,0,0
ENSG00000270431.1,0,0,0,0,0,0,0
ENSG00000270432.1,0,0,0,0,0,0,0
ENSG00000270433.1,0,0,0,0,0,1,0
ENSG00000270434.1,2,0,0,1,0,1,0
ENSG00000270435.1,0,0,0,0,0,0,0
ENSG00000270437.1,0,0,0,0,0,0,0
ENSG00000270440.1,0,0,0,0,0,0,0
ENSG00000270441.1,15,9,13,7,9,5,36
ENSG00000270442.1,0,1,0,3,0,0,0
ENSG00000270443.1,0,0,0,0,0,0,0
ENSG00000270444.1,0,0,0,0,0,0,0
ENSG00000270445.1,0,1,0,0,0,0,0
ENSG00000270446.1,0,0,0,0,0,0,0
ENSG00000270447.1,0,0,0,0,0,0,0
ENSG00000270449.1,0,0,0,0,0,0,0
ENSG00000270450.1,0,0,0,0,0,0,0
ENSG00000270451.1,0,0,0,0,0,0,0
ENSG00000270453.1,0,0,0,0,0,0,0
ENSG00000270455.1,0,0,0,0,0,0,0
ENSG00000270456.1,0,0,0,0,0,0,0
ENSG00000270457.1,0,0,0,0,0,0,0
ENSG00000270458.1,0,0,0,0,0,0,0
ENSG00000270460.1,0,0,0,0,0,0,0
ENSG00000270462.1,0,0,0,0,0,0,0
ENSG00000270467.1,0,0,0,0,0,0,0
ENSG00000270469.1,0,0,0,0,0,0,0
ENSG00000270470.1,0,0,0,0,0,0,0
ENSG00000270472.2,0,0,0,0,0,0,0
ENSG00000270474.1,0,1,0,0,0,0,0
ENSG00000270475.1,0,0,0,0,0,0,0
ENSG00000270477.1,0,0,0,0,0,0,0
ENSG00000270479.1,0,0,0,0,0,0,0
ENSG00000270480.1,0,0,0,0,0,0,0
ENSG00000270482.1,1,1,4,2,1,0,4
ENSG00000270484.1,0,0,0,0,0,0,0
ENSG00000270487.1,0,1,0,0,0,0,0
ENSG00000270488.1,0,0,0,0,0,0,0
ENSG00000270490.1,0,0,1,1,1,0,0
ENSG00000270491.1,0,0,0,0,0,0,0
ENSG00000270492.1,0,1,0,1,0,0,0
ENSG00000270493.1,0,0,0,0,0,0,0
ENSG00000270494.1,0,0,0,0,0,0,0
ENSG00000270495.1,0,0,0,0,0,0,0
ENSG00000270496.1,0,0,0,0,0,0,0
ENSG00000270497.1,0,0,0,0,0,0,0
ENSG00000270499.1,0,1,1,0,0,1,1
ENSG00000270500.1,0,0,0,0,0,0,0
ENSG00000270503.1,0,1.02,0,0,1.02,2.03,0
ENSG00000270504.1,0,0,0,0,0,0,0
ENSG00000270505.1,1.5,0.5,0,0.5,0.52,0,0
ENSG00000270506.1,0,0,0,0,0,0,0
ENSG00000270507.1,0,0,0,0,0,0,0
ENSG00000270509.1,0,0,0,0,0,0,0
ENSG00000270510.1,0,0,0,0,0,0,0
ENSG00000270512.1,0,0,0,0,0,0,0
ENSG00000270513.1,0,0,0,0,0,0,0
ENSG00000270516.1,0,0,0,0,0,0,0
ENSG00000270518.1,0,0,0,0,0,0,0
ENSG00000270521.1,0,0,0,0,0,0,0
ENSG00000270522.1,0,0,0,0,0,0,0
ENSG00000270523.1,2,0,0,0,0,0,0
ENSG00000270524.1,0,0,0,0,0,0,0
ENSG00000270526.1,0,0,0,0,0,0,0
ENSG00000270528.1,0,0,0,0,0,0,0
ENSG00000270531.1,1,0,0,2,0,3,2
ENSG00000270532.1,6,1,2,2,6,6,6
ENSG00000270533.2,8,6,6,12,24,13,11
ENSG00000270535.1,0,0,0,0,0,0,0
ENSG00000270538.1,0,0,0,0,0,0,0
ENSG00000270540.1,0,0,0,0,0,0,0
ENSG00000270541.1,0,0,0,0,0,0,0
ENSG00000270542.1,0,0,0,1,0,0,0
ENSG00000270544.1,0,0,1,0,0,0,0
ENSG00000270547.4,0,0,0,0,0,0,0
ENSG00000270549.1,0,0,0,0,0,0,0
ENSG00000270550.1,47.65,13.57,0,0,17.59,4,10.5
ENSG00000270552.1,0,0,0,0,0,0,0
ENSG00000270553.1,0,0,0,0,0,0,0
ENSG00000270554.1,0,1,2,0,0,0,0
ENSG00000270555.1,0,0,0,0,0,0,0
ENSG00000270557.1,16,11,20,28,7,13,4
ENSG00000270558.1,37,15,10,24,6,5,9
ENSG00000270560.1,0,0,0,0,0,0,0
ENSG00000270562.1,140,301,279,349,121,172,245
ENSG00000270569.1,5,1,6,1,4,1,0
ENSG00000270570.1,0,0,0,0,0,0,0
ENSG00000270571.2,52,26,64,94,31,16,9
ENSG00000270574.1,733,464,299,347,212,196,785
ENSG00000270575.1,0,0,0,0,0,0,0
ENSG00000270576.1,0,0,0,0,0,0,0
ENSG00000270577.1,1,0,1,2,2,3,0
ENSG00000270578.1,3,3,0,5,0,6,1
ENSG00000270580.4,280.28,169.2,221.29,251.16,242.2,335.33,416.82
ENSG00000270583.1,0,0,0,0,0,0,0
ENSG00000270584.1,0,0,0,0,0,0,0
ENSG00000270585.1,0,3,0,0,0,0,0
ENSG00000270587.1,0,0,0,0,0,0,0
ENSG00000270588.1,0,0,0,0,0,0,0
ENSG00000270589.1,370,148,302,494,204,132,202
ENSG00000270591.1,0,0,0,0,0,0,0
ENSG00000270593.1,1,2,0,0,0,0,0
ENSG00000270598.1,0,0,0,0,0,0,0
ENSG00000270601.3,0,0,0,0,0,0,0
ENSG00000270604.4,7,1,6,8,2,6,8
ENSG00000270605.1,166,136,75,118,74,121,105
ENSG00000270606.1,0,0,0,0,0,0,1
ENSG00000270607.1,0,1,5,6,0,13,1
ENSG00000270610.1,0,0,0,0,0,0,0
ENSG00000270611.1,0,0,0,0,0,0,0
ENSG00000270612.1,0,0,0,0,0,0,0
ENSG00000270614.1,0,0,0,0,0,0,0
ENSG00000270615.1,0,0,0,0,0,0,0
ENSG00000270617.1,0,0,0,0,0,0,0
ENSG00000270618.1,0,0,0,0,0,0,0
ENSG00000270619.1,0,0,0,0,0,0,0
ENSG00000270620.1,0,0,0,0,0,0,0
ENSG00000270623.1,3,1,3,1,0,0,0
ENSG00000270624.1,0,0,2,3,1,0,2
ENSG00000270625.1,0,0,0,0,0,0,0
ENSG00000270627.1,0,0,0,0,0,0,0
ENSG00000270629.4,3646.6,8985.99,4758.69,4810.57,6568.73,4503.18,6701.17
ENSG00000270631.1,0,0,0,0,0,0,0
ENSG00000270632.1,0,0,0,0,0,0,0
ENSG00000270634.1,0,0,0,0,0,0,0
ENSG00000270638.1,125,54,156,119,79,67,135
ENSG00000270639.1,0,0,0,0,0,0,0
ENSG00000270640.1,20,233,120,66,156,38,65
ENSG00000270641.1,204,274,322,99,1,1,1
ENSG00000270646.1,0,0,0,0,0,0,0
ENSG00000270647.4,2008,2014,1577,1436,2209,1987,2128
ENSG00000270648.1,0,0,0,0,0,0,0
ENSG00000270652.1,0,1,0,0,0,0,0
ENSG00000270654.1,0,0,0,0,0,0,0
ENSG00000270655.1,0,0,0,0,0,0,0
ENSG00000270659.1,80,1,0,0,0,0,7
ENSG00000270661.1,0,0,0,0,0,0,0
ENSG00000270664.1,1,0,0,0,0,0,1
ENSG00000270665.1,0,0,0,0,0,0,0
ENSG00000270666.1,0,0,0,0,0,0,0
ENSG00000270669.1,0,0,0,0,0,0,0
ENSG00000270670.1,0,0,0,0,1,0,0
ENSG00000270672.1,0,0,0,0,0,0,0
ENSG00000270673.1,28,71,34,30,51,56,64
ENSG00000270677.1,0,0,0,0,0,0,0
ENSG00000270678.1,0,0,0,0,0,0,0
ENSG00000270679.1,0,0,0,0,0,0,0
ENSG00000270680.1,0,0,0,0,0,0,0
ENSG00000270681.1,107,173,173,182,129,13,64
ENSG00000270682.1,0,0,0,0,0,0,0
ENSG00000270683.1,0,0,0,0,0,0,0
ENSG00000270685.1,0,0,0,0,0,0,0
ENSG00000270688.1,0,0,0,0,0,0,0
ENSG00000270689.1,27,0,3,9,1,39,13
ENSG00000270690.1,0,0,0,0,0,0,0
ENSG00000270691.1,0,0,0,0,0,0,0
ENSG00000270694.1,0,0,0,0,0,0,0
ENSG00000270695.1,0,0,0,0,0,0,0
ENSG00000270696.1,521,117,244,297,145,81,250
ENSG00000270697.1,0,0,0,0,1,0,0
ENSG00000270698.1,0,0,0,0,0,0,0
ENSG00000270699.1,0,0,0,0,0,0,0
ENSG00000270701.1,0,0,0,0,0,0,0
ENSG00000270702.1,0,0,0,0,0,0,0
ENSG00000270704.3,98,3,54.21,40,42,71,100.59
ENSG00000270705.1,0,0,0,0,0,0,0
ENSG00000270706.1,0,0,0,1,0,0,3
ENSG00000270708.1,0,0,0,0,0,0,0
ENSG00000270709.1,0,0,0,0,0,0,0
ENSG00000270710.1,0,0,0,0,0,0,0
ENSG00000270711.1,0,0,0,0,0,0,0
ENSG00000270712.1,0,0,0,0,3,0,0
ENSG00000270713.1,0,0,0,0,0,0,0
ENSG00000270714.1,4,1,0,1,1,0,0
ENSG00000270716.1,0,1,0,0,0,0,2
ENSG00000270718.1,0,0,0,0,0,0,0
ENSG00000270719.1,0,0,0,0,0,0,0
ENSG00000270720.1,27,9,13,19,6,9,10
ENSG00000270722.1,4,53,49,14,29.08,17,23
ENSG00000270723.1,0,0,0,0,0,0,2
ENSG00000270725.1,0,0,0,0,0,0,0
ENSG00000270726.4,6.57,0,4.55,2.3,11.27,20.36,0
ENSG00000270727.1,0,0,0,0,0,0,0
ENSG00000270728.1,0,0,0,0,0,0,0
ENSG00000270729.1,0,0,0,0,0,0,0
ENSG00000270733.1,0,0,0,0,0,0,0
ENSG00000270734.1,0,0,0,0,0,0,0
ENSG00000270736.1,0,0,0,0,0,0,0
ENSG00000270739.1,0,2,3,3,0,0,0
ENSG00000270741.1,0,0,0,0,0,0,0
ENSG00000270742.1,2,1,0,0,1,1,1
ENSG00000270745.1,0,0,0,0,0,0,0
ENSG00000270747.1,0,0,0,0,0,0,0
ENSG00000270748.1,0,0,0,0,0,0,0
ENSG00000270749.1,0,0,0,0,0,0,0
ENSG00000270750.1,36,63,23,26,57,36,26
ENSG00000270751.1,0,1,0,0,0,0,0
ENSG00000270753.1,0,0,0,0,0,0,0
ENSG00000270754.1,0,0,0,0,0,0,0
ENSG00000270755.1,1,2,0,0,0,1,1
ENSG00000270757.1,39.34,13.46,28.55,5.94,165.15,129.09,120.82
ENSG00000270759.1,0,0,0,0,0,0,0
ENSG00000270760.1,0,0,0,0,0,0,0
ENSG00000270761.1,8,11,8,4,7,27,23
ENSG00000270762.1,0,0,0,0,0,0,0
ENSG00000270763.1,0,0,0,0,0,0,0
ENSG00000270764.1,0,0,0,0,0,0,0
ENSG00000270765.4,0,1,1,2,1,4,22
ENSG00000270766.1,0,0,0,0,0,0,0
ENSG00000270767.1,0,0,0,0,0,0,0
ENSG00000270771.1,0,0,0,0,0,0,0
ENSG00000270772.1,0,0,0,0,0,0,0
ENSG00000270773.1,1,0,3,1,0,1,2
ENSG00000270775.1,0,0,0,0,0,0,0
ENSG00000270776.1,0,0,0,0,0,0,0
ENSG00000270777.1,0,1,1,1,0,0,0
ENSG00000270778.1,0,0,0,0,0,0,0
ENSG00000270779.1,0,0,0,0,0,0,0
ENSG00000270780.1,0,0,0,0,0,0,0
ENSG00000270781.1,2,0,0,0,4,0,1
ENSG00000270782.1,0,0,0,0,0,0,0
ENSG00000270783.1,0,0,0,0,0,0,0
ENSG00000270788.1,0,1,0,0,0,0,0
ENSG00000270789.1,17.45,33.53,12.78,27.77,18.36,31.52,23.47
ENSG00000270790.1,0,0,0,0,0,0,0
ENSG00000270791.1,0,1,0,1,0,0,0
ENSG00000270792.4,0,0,3,0,1,1,2
ENSG00000270793.1,0,0,0,0,0,0,0
ENSG00000270794.1,0,0,0,0,0,0,0
ENSG00000270797.1,0,0,0,0,0,0,0
ENSG00000270798.1,0,0,0,0,0,0,0
ENSG00000270799.1,0,0,0,0,0,0,0
ENSG00000270800.1,22.07,33.9,0,0,8.12,0,17.35
ENSG00000270802.2,4,8,6,13,9,6,11
ENSG00000270804.1,110,59,108,82,101,155,127
ENSG00000270806.1,0,5,1,2,0,0,7
ENSG00000270807.1,0,0,0,0,0,0,0
ENSG00000270808.1,0,0,0,0,0,0,4
ENSG00000270809.1,0,0,0,0,0,0,0
ENSG00000270811.1,0,0,0,0,0,0,0
ENSG00000270812.1,2,1,2,3,2,1,0
ENSG00000270813.2,6,2,3,5,0,6,2
ENSG00000270814.1,0,0,0,0,0,0,0
ENSG00000270815.1,0,0,0,0,0,0,0
ENSG00000270816.4,0,0,0,0,0,0,0
ENSG00000270818.1,0,0,0,0,0,0,0
ENSG00000270820.4,64,121,100,78,90,90,122
ENSG00000270822.1,0,0,0,0,0,0,0
ENSG00000270823.1,59,7,56,43,20,18,28
ENSG00000270824.1,0,0,0,0,0,0,0
ENSG00000270826.1,0,0,0,0,0,0,0
ENSG00000270828.1,0,0,0,0,0,0,1
ENSG00000270829.1,0,1,3,0,0,7,2
ENSG00000270830.1,0,0,0,0,0,0,0
ENSG00000270831.1,0,0,0,0,0,0,0
ENSG00000270832.1,0,0,1,0,0,0,0
ENSG00000270835.1,0,0,0,0,0,0,0
ENSG00000270837.1,0,0,2,0,0,0,0
ENSG00000270838.1,0,0,0,0,0,0,0
ENSG00000270839.1,0,0,0,0,0,0,0
ENSG00000270842.1,0,0,0,0,0,0,0
ENSG00000270846.1,0,2,0,0,1,0,1
ENSG00000270849.1,0,0,0,0,0,0,0
ENSG00000270850.1,0,0,0,0,0,0,0
ENSG00000270852.1,0,0,0,0,0,0,0
ENSG00000270855.1,0,0,0,0,0,0,0
ENSG00000270856.1,0,0,0,0,0,0,0
ENSG00000270857.1,0,0,0,0,0,0,0
ENSG00000270858.1,0,0,0,0,0,0,0
ENSG00000270859.1,0,0,0,0,0,0,0
ENSG00000270861.1,0,0,0,0,0,0,0
ENSG00000270863.1,24,30,59,93,17,37,58
ENSG00000270864.1,0,0,0,0,0,0,0
ENSG00000270865.1,0,0,0,0,0,0,0
ENSG00000270866.1,0,0,0,0,0,0,0
ENSG00000270868.1,0,0,0,0,0,0,0
ENSG00000270870.1,0,0,0,0,0,0,0
ENSG00000270871.1,0,0,0,0,0,0,0
ENSG00000270872.2,0,102.83,6.87,11.48,139.76,47.61,0
ENSG00000270874.1,0,0,0,0,0,0,0
ENSG00000270876.1,3,0,8,2,0,1,3
ENSG00000270878.1,80,28,31,50,13,113,75
ENSG00000270879.1,0,0,0,0,0,0,0
ENSG00000270880.1,5,2,6,13,6,8,8
ENSG00000270882.2,1456.07,3074.79,1663.56,3298.02,6172.14,2911.99,4856.41
ENSG00000270883.1,20,19,4,11,24,20,17
ENSG00000270885.1,6,5,3,9,25,10,4
ENSG00000270889.1,0,0,0,0,0,0,0
ENSG00000270890.1,0,0,0,0,0,0,0
ENSG00000270891.1,0,0,0,0,0,0,0
ENSG00000270892.1,0,0,0,0,0,0,0
ENSG00000270893.1,0,0,0,0,1,0,0
ENSG00000270894.1,9,4,4,1,1,0,19
ENSG00000270896.1,0,0,0,0,0,0,0
ENSG00000270897.1,0,0,0,0,0,0,0
ENSG00000270898.4,11.13,0,3.56,8.66,16.67,9.37,8.94
ENSG00000270900.1,2,0,0,0,0,0,0
ENSG00000270902.1,0,0,0,0,0,0,0
ENSG00000270903.1,1,0,0,0,0,0,0
ENSG00000270904.1,0,2,0,1,0,0,0
ENSG00000270906.1,0,0,0,0,0,0,0
ENSG00000270909.1,0,0,0,0,0,0,0
ENSG00000270911.1,0,0,0,0,1,0,0
ENSG00000270912.1,0,0,0,0,0,0,0
ENSG00000270914.1,0,0,0,0,0,0,0
ENSG00000270915.1,0,0,0,0,0,0,0
ENSG00000270916.1,0,0,0,0,0,0,0
ENSG00000270917.1,4,2,0,5,3,5,0
ENSG00000270919.1,0,0,0,0,0,0,0
ENSG00000270920.1,0,0,0,1,0,0,0
ENSG00000270921.1,0,0,0,0,0,0,0
ENSG00000270923.1,107,7,23,43,26,54,57.93
ENSG00000270924.1,0,0,0,0,0,0,0
ENSG00000270926.1,0,0,0,0,0,0,0
ENSG00000270927.1,0,0,0,0,0,0,0
ENSG00000270929.1,3,1,2,1,0,4,0
ENSG00000270930.1,0,0,0,0,0,0,48
ENSG00000270933.1,0,0,0,4,1,0,0
ENSG00000270934.1,0,0,0,0,0,0,0
ENSG00000270935.1,0,0,0,0,0,0,0
ENSG00000270936.1,0,0,0,0,0,0,0
ENSG00000270937.1,0,0,0,0,0,0,0
ENSG00000270938.1,0,0,0,0,0,0,0
ENSG00000270941.1,0,0,0,0,0,0,0
ENSG00000270945.1,1,0,0,1,0,1,0
ENSG00000270946.4,0,0,0,0,0,0,0
ENSG00000270947.1,0,0,0,0,0,0,0
ENSG00000270948.1,2,0,2,1,4,3,1
ENSG00000270951.1,5,0,2,4,2,1,0
ENSG00000270953.1,140,7,96,87,13,20,13
ENSG00000270954.1,0,0,0,0,0,0,0
ENSG00000270955.1,0,0,0,7.42,0,0,0
ENSG00000270956.1,185,160,66,61,63,57,196
ENSG00000270957.1,0,0,0,0,0,0,0
ENSG00000270959.1,43,185,32,34,57,66,58
ENSG00000270960.1,0,0,0,0,0,0,0
ENSG00000270961.1,0,0,0,0,0,0,0
ENSG00000270962.1,11.92,9.28,7.18,1.45,17.53,1.96,38.99
ENSG00000270964.1,37,44,51,27,47,35,38
ENSG00000270965.1,0,0,0,0,0,0,0
ENSG00000270966.1,0,0,0,0,0,0,0
ENSG00000270969.1,0,0,0,0,0,0,0
ENSG00000270971.2,0,0,0,0,0,0,0
ENSG00000270972.1,16,1,3,3,5,2,4
ENSG00000270973.1,0,0,0,0,0,0,0
ENSG00000270975.1,0,0,0,0,0,0,0
ENSG00000270976.1,0,0,0,0,0,0,0
ENSG00000270977.1,1,8,1,3,10,1,0
ENSG00000270978.1,3,1,3,1,5,1,2
ENSG00000270980.1,0,0,0,0,0,0,0
ENSG00000270981.1,0,0,0,0,0,0,0
ENSG00000270982.1,0,0,0,0,0,0,0
ENSG00000270983.1,0,0,2,0,0,0,2
ENSG00000270986.1,0,1,0,0,0,0,0
ENSG00000270987.1,2,0,1,2,2,1,1
ENSG00000270988.1,0,1,5,5,5,2,2
ENSG00000270989.1,0,0,0,0,0,0,0
ENSG00000270990.1,0,0,0,0,0,0,0
ENSG00000270992.1,0,0,0,0,0,0,0
ENSG00000270993.1,0,0,0,0,0,0,0
ENSG00000270994.1,0,0,0,0,0,0,0
ENSG00000270995.1,0,0,0,0,0,0,0
ENSG00000270996.1,0,0,0,1,0,0,0
ENSG00000270997.1,0,0,0,0,0,0,0
ENSG00000270999.1,0,0,0,0,0,0,0
ENSG00000271002.1,0,1,1,1,1,0,1
ENSG00000271003.1,0,0,0,0,0,0,0
ENSG00000271005.1,0,0,0,0,0,0,0
ENSG00000271009.2,4,5.25,0,0,13,4,11
ENSG00000271010.1,0,0,0,0,0,0,0
ENSG00000271011.1,116,90,38,65,41,43,87
ENSG00000271013.1,7,14,1,1,13,8,0
ENSG00000271014.1,0,0,0,0,0,0,0
ENSG00000271015.1,0,0,0,0,0,0,0
ENSG00000271018.1,0,0,0,0,0,0,0
ENSG00000271020.1,26,16,23,28,10,6,5
ENSG00000271021.1,0,0,0,0,0,0,0
ENSG00000271022.1,1,0,5,0,1,0,0
ENSG00000271024.1,0,0,0,0,0,0,0
ENSG00000271025.1,0,0,0,0,0,0,0
ENSG00000271026.1,0,0,0,0,0,0,0
ENSG00000271027.1,0,0,0,0,0,0,0
ENSG00000271028.1,0,0,0,0,0,0,0
ENSG00000271029.1,0,0,0,0,0,0,0
ENSG00000271032.1,0,0,0,0,0,0,0
ENSG00000271034.1,0,1,0,0,0,1,0
ENSG00000271035.1,0,0,0,0,0,0,0
ENSG00000271036.1,0,0,0,0,0,0,0
ENSG00000271040.1,1,8,9,1,1,2,9
ENSG00000271041.1,0,0,0,0,0,0,0
ENSG00000271042.1,0,0,0,0,0,0,0
ENSG00000271043.2,0,0,0,0,0,0,0
ENSG00000271044.1,0,0,0,0,0,0,0
ENSG00000271045.1,0,0,0,0,0,1,0
ENSG00000271046.1,0,2,0,0,1,0,0
ENSG00000271047.1,0,0,0,0,0,0,0
ENSG00000271048.1,0,0,0,0,0,0,0
ENSG00000271049.1,1,0,2,0,0,0,0
ENSG00000271052.1,0,0,0,0,0,0,0
ENSG00000271053.1,0,0,0,0,0,0,0
ENSG00000271056.1,0,0,0,0,0,0,0
ENSG00000271057.1,0,0,1,1,0,0,0
ENSG00000271063.1,5,0,0,0,0,0,2
ENSG00000271064.1,0,0,0,0,0,0,0
ENSG00000271065.1,0,0,1,0,0,0,0
ENSG00000271070.1,0,0,0,0,0,0,0
ENSG00000271071.1,0,0,0,0,0,0,0
ENSG00000271072.1,0,0,0,0,0,0,0
ENSG00000271074.1,0,0,0,0,0,0,0
ENSG00000271075.1,1,0,1,6,0,0,0
ENSG00000271077.1,0,0,0,0,0,0,0
ENSG00000271078.1,0,2,7,15.58,11,7,24
ENSG00000271079.1,4.64,0,22.89,80.01,77.48,81.29,0
ENSG00000271081.1,2,2,1,2,0,1,0
ENSG00000271086.4,4,1,10,18,5,10,0
ENSG00000271088.1,0,0,0,0,0,0,0
ENSG00000271092.4,172.57,17.38,30.04,36.06,43.18,27.98,33.87
ENSG00000271093.1,0,0,0,0,0,0,0
ENSG00000271094.1,0,0,0,0,0,0,0
ENSG00000271095.1,0,0,0,0,0,0,0
ENSG00000271096.1,0,0,0,0,0,0,0
ENSG00000271097.1,3.75,0,0,0,0,0,0
ENSG00000271098.1,0,0,0,0,0,0,0
ENSG00000271099.1,0,0,10,5,0,0,0
ENSG00000271100.1,0,0,0,1,0,0,0
ENSG00000271101.1,0,0,0,0,0,0,0
ENSG00000271105.1,367,9,70,64,11,13,44
ENSG00000271108.1,0,0,0,0,0,0,0
ENSG00000271109.1,8,0,24,29,4,18,46
ENSG00000271111.1,0,0,0,1,0,0,0
ENSG00000271113.1,0,0,0,0,0,0,2
ENSG00000271114.1,0,0,0,0,2,0,0
ENSG00000271115.1,0,0,0,0,0,0,0
ENSG00000271117.1,0,0,0,0,0,0,0
ENSG00000271118.1,0,0,0,0,0,0,0
ENSG00000271119.1,0,2,0,0,0,1,0
ENSG00000271121.2,26.28,10.86,6.02,7,7.57,9.33,8.52
ENSG00000271122.1,549,313,347,363,411,462,622
ENSG00000271123.1,0,0,0,0,0,0,0
ENSG00000271127.1,0,15,0,0,0,0,0
ENSG00000271128.1,0,0,0,0,0,0,0
ENSG00000271129.1,0,0,0,0,0,0,0
ENSG00000271130.1,0,0,0,0,0,0,0
ENSG00000271131.1,0,0,0,0,0,0,0
ENSG00000271133.4,2,8,29,39,14,4,63
ENSG00000271134.1,0,0,0,2,0,0,0
ENSG00000271136.1,0,0,0,0,0,0,0
ENSG00000271137.1,0,0,0,0,0,1,0
ENSG00000271138.1,0,1,0,0,0,0,0
ENSG00000271140.1,0,0,0,0,0,0,0
ENSG00000271141.1,239,161,164,132,79,63,154
ENSG00000271142.1,10,3,8,7,4,2,6
ENSG00000271143.1,0,0,0,0,0,0,0
ENSG00000271146.1,0,0,0,0,0,0,0
ENSG00000271147.6,246.2,209.42,343.01,361.68,344.89,275.31,309.93
ENSG00000271148.1,0,0,0,0,0,0,0
ENSG00000271149.1,0,0,0,0,0,0,0
ENSG00000271150.1,0,0,0,0,0,0,0
ENSG00000271151.1,20,21,22,18,9,2,5
ENSG00000271153.1,0,0,0,0,7.6,0,0
ENSG00000271154.1,0,0,0,0,0,0,0
ENSG00000271155.1,2,0,10,0,0,0,0
ENSG00000271156.1,0,0,0,1,0,0,0
ENSG00000271157.1,0,0,0,0,0,0,0
ENSG00000271158.1,0,0,0,0,0,0,0
ENSG00000271159.1,0,0,0,0,0,0,0
ENSG00000271161.1,0,0,0,0,0,0,0
ENSG00000271162.1,0,0,0,0,0,0,0
ENSG00000271163.1,0,0,0,0,0,0,0
ENSG00000271164.1,0,0,0,0,0,0,0
ENSG00000271166.1,0,0,0,0,0,0,0
ENSG00000271167.1,0,0,0,0,0,0,0
ENSG00000271171.1,0,0,0,0,0,0,0
ENSG00000271172.1,21,5,8,15,8,8,14
ENSG00000271173.1,0,0,0,0,0,0,0
ENSG00000271174.1,0,0,0,0,0,0,0
ENSG00000271175.1,0,0,0,0,0,0,0
ENSG00000271177.1,0,0,0,0,0,0,0
ENSG00000271178.1,0,0,0,0,0,0,0
ENSG00000271179.1,0,0,0,0,0,0,0
ENSG00000271180.1,0,0,0,0,0,0,0
ENSG00000271181.1,0,0,0,0,0,0,0
ENSG00000271182.1,0,0,0,0,0,0,0
ENSG00000271184.1,0,0,0,0,0,0,0
ENSG00000271185.1,0,0,0,0,1,0,0
ENSG00000271187.1,0,0,0,0,0,0,0
ENSG00000271190.1,0,0,0,0,0,0,0
ENSG00000271192.1,0,0,0,0,0,0,0
ENSG00000271194.1,0,0,0,0,0,0,0
ENSG00000271195.1,0,0,0,0,0,0,0
ENSG00000271196.1,0,0,0,0,0,0,0
ENSG00000271197.1,0,0,0,0,0,0,0
ENSG00000271198.1,0,0,0,0,0,0,0
ENSG00000271199.1,1,1,0,0,0,1,0
ENSG00000271200.1,0,1,1,5,1,6,1
ENSG00000271201.1,0,0,0,0,0,0,0
ENSG00000271202.1,0,0,0,0,0,0,0
ENSG00000271204.1,250,1204,66,93,1850,722,164
ENSG00000271205.1,0,0,0,0,0,0,0
ENSG00000271207.1,0,0,0,0,0,0,0
ENSG00000271208.1,0,0,0,0,0,0,0
ENSG00000271209.1,21,1,4,1,6,3,6
ENSG00000271211.1,0,0,0,0,0,0,0
ENSG00000271214.1,0,0,0,0,0,0,0
ENSG00000271215.1,0,0,0,0,0,0,0
